"failure_id","provider_id","equipment_id","equipment_type","location_site","location_city","location_state","location_country","failure_datetime","failure_type","failure_severity","failure_description","detected_by","recovery_action","recovery_start_datetime","recovery_end_datetime","recovery_duration_minutes","recovery_successful","recovery_notes","reported_by","affected_customers_count"
"F2393","TCom-01","RT-1278","router","RouterSite-44","Chicago","IL","USA","2023-04-18T06:59:00","network","major","Network instability caused by routing protocol mismatch.","automated monitoring","Protocol settings updated and tested.","2023-04-18T07:01:00","2023-04-18T07:30:00","29","true","Protocol fixed, network restored.","sys_admin_chi44","340"
"F2394","NetWave","XCVR-6055","transceiver","Transceiver-32","Paris","IDF","France","2023-03-22T22:38:00","hardware","major","Transceiver lost synchronization during peak hours.","automated monitoring","Synchronization reset; hardware checked.","2023-03-22T22:41:00","2023-03-22T23:13:00","32","true","Sync reset; hardware stable.","sys_admin_par32","230"
"F2395","TCom-02","SW-7002","switch","SwitchNode-66","Delhi","DL","India","2023-05-07T21:18:00","software","minor","Switch update interrupted by network loss.","automated monitoring","Update retried after network restoration.","2023-05-07T21:19:00","2023-05-07T21:24:00","5","true","Update retried; switch active.","sys_admin_del66","0"
"F2396","GlobeTel","BS-1201","base_station","BaseStation-13","Dubai","Dubai","UAE","2023-05-26T14:54:00","environmental","critical","Base station damaged by high winds; signal lost.","manual inspection","Hardware replaced; structure reinforced.","2023-05-26T15:21:00","2023-05-27T03:29:00","728","false","Wind damage repairs continuing; further reinforcement planned.","field_ops_dub13","17600"
"F2397","NetWave","FOC-7736","fiber_optic_cable","FiberSite-22","London","London","UK","2023-04-28T23:02:00","hardware","major","Fiber site experienced connector corrosion.","manual inspection","Connector cleaned, replaced as needed.","2023-04-28T23:10:00","2023-04-28T23:47:00","37","true","Connector cleaned and replaced.","field_ops_ldn22","390"
"F2398","TCom-01","RT-3492","router","RouterSite-20","Chicago","IL","USA","2023-05-05T10:21:00","hardware","major","Router experienced CPU overload, resulting in dropped packets.","automated monitoring","CPU load balanced, router rebooted.","2023-05-05T10:26:00","2023-05-05T10:51:00","25","true","CPU load stabilized; router OK.","sys_admin_chi20","315"
"F2399","GlobeTel","BS-7712","base_station","BaseStation-73","Buenos Aires","BA","Argentina","2023-04-30T22:13:00","power","major","Base station lost power during peak usage.","manual inspection","Backup batteries deployed; power restored.","2023-04-30T22:29:00","2023-04-30T23:36:00","67","true","Backup batteries deployed; station restored.","power_team_ba73","370"
"F2400","NetWave","XCVR-3352","transceiver","Transceiver-98","Tokyo","Tokyo","Japan","2023-03-17T17:59:00","hardware","major","Transceiver failed during high data traffic.","automated monitoring","Transceiver board swapped, diagnostics run.","2023-03-17T18:06:00","2023-03-17T18:41:00","35","true","Board swapped; diagnostics successful.","net_ops_tok98","260"
"F3001","NetWave","RT-4812A","router","RouterSite-CH01","Chicago","IL","USA","2023-03-07T13:12:00Z","hardware","critical","Core routing module failed causing a major network outage in Chicago.","automated monitoring","Module replacement and system restart.","2023-03-07T13:30:00Z","2023-03-07T15:05:00Z","95","true","Module replaced successfully, network restored to full operation.","sys_admin_chi01","1500"
"F3002","TCom-01","SW-9021B","switch","SwitchLab-NY02","New York","NY","USA","2023-05-19T09:45:00Z","software","minor","Switch firmware crashed during scheduled update, limited impact.","automated monitoring","Firmware rollback to previous stable version.","2023-05-19T09:47:00Z","2023-05-19T09:52:00Z","5","true","Rollback completed, switch operational.","net_ops_ny02","22"
"F3003","GlobeTel","BS-2209C","base_station","BaseStation-NA01","Nairobi","Nairobi County","Kenya","2023-04-11T15:23:00Z","environmental","major","Heavy rainfall caused electrical disruption at base station.","manual inspection","Cleared water and restored power connections.","2023-04-11T15:35:00Z","2023-04-11T17:10:00Z","95","true","Site cleaned, power restored, station back online.","field_ops_nai01","560"
"F3004","NetWave","FOC-7865D","fiber_optic_cable","TunnelFiber-TK01","Tokyo","Tokyo Prefecture","Japan","2023-04-03T20:10:00Z","hardware","critical","Fiber cable snapped in tunnel, causing widespread connectivity loss.","manual inspection","Replaced damaged cable section.","2023-04-03T21:00:00Z","2023-04-04T04:40:00Z","340","false","Cable replaced but signal degradation persists, further diagnostics needed.","fiber_tech_tk01","8000"
"F3005","TCom-02","SW-1942G","switch","SwitchHub-MTX01","Montreal","Quebec","Canada","2023-03-15T16:12:00Z","hardware","major","Switch failed due to overheating in main exchange.","automated monitoring","Installed new cooling fans and rebooted device.","2023-03-15T16:20:00Z","2023-03-15T16:50:00Z","30","true","Device cooled and operational, monitoring continues.","sys_admin_mtx01","190"
"F3006","NetWave","XCVR-5601B","transceiver","TransceiverLab-BER02","Berlin","Berlin","Germany","2023-05-24T08:30:00Z","network","minor","Transceiver lost sync with network, causing minor delays.","automated monitoring","Reset transceiver sync and checked connections.","2023-05-24T08:35:00Z","2023-05-24T08:40:00Z","5","true","Sync restored, no further issues detected.","net_ops_ber02","41"
"F3007","GlobeTel","BS-9182F","base_station","BaseStation-DB01","Dubai","Dubai","UAE","2023-05-11T17:00:00Z","power","critical","Power outage at Dubai base station, total service interruption.","manual inspection","Restored grid power, replaced faulty generator.","2023-05-11T17:20:00Z","2023-05-12T03:25:00Z","485","true","Power restored and generator replaced, site fully operational.","power_team_db01","14500"
"F3008","TCom-01","RT-3448D","router","RouterLab-SF01","San Francisco","CA","USA","2023-03-28T10:05:00Z","software","warning","Minor software glitch detected during network load testing.","automated monitoring","Restarted router services.","2023-03-28T10:07:00Z","2023-03-28T10:07:00Z","0","true","No disruption; router restarted and monitored.","test_ops_sf01","0"
"F3009","NetWave","SW-7610T","switch","SwitchSite-PAR01","Paris","Île-de-France","France","2023-05-05T11:22:00Z","hardware","major","Switch port failure affecting several business clients.","automated monitoring","Replaced faulty port and rerouted traffic.","2023-05-05T11:30:00Z","2023-05-05T12:00:00Z","30","true","Port replaced, traffic normalized, monitoring ongoing.","sys_admin_par01","240"
"F3010","GlobeTel","FOC-2217V","fiber_optic_cable","UnderseaFiber-CPT01","Cape Town","Western Cape","South Africa","2023-04-15T02:10:00Z","environmental","critical","Undersea cable damaged by marine activity, total outage.","manual inspection","Cable section replaced and rerouted traffic.","2023-04-15T03:00:00Z","2023-04-15T09:40:00Z","400","false","Partial restoration; additional repairs scheduled.","marine_team_cpt01","30000"
"F3011","TCom-02","RT-5843H","router","RouterSite-SEA01","Seattle","WA","USA","2023-03-22T14:40:00Z","network","major","Router dropped multiple connections resulting in network instability.","automated monitoring","Network connections reset and firmware updated.","2023-03-22T14:41:00Z","2023-03-22T15:05:00Z","24","true","Network stable after reset and update.","net_ops_sea01","85"
"F3012","NetWave","XCVR-4772Q","transceiver","TransceiverSite-LDN01","London","England","UK","2023-04-08T18:15:00Z","hardware","major","Transceiver failed to transmit due to connector damage.","automated monitoring","Connector replaced, transceiver retested.","2023-04-08T18:25:00Z","2023-04-08T18:50:00Z","25","true","Connector replaced, signal transmission restored.","hardware_ldn01","110"
"F3013","GlobeTel","BS-1148J","base_station","BaseStation-SG01","Singapore","Central Singapore","Singapore","2023-03-14T07:55:00Z","environmental","major","Humidity caused interference with base station transmission.","manual inspection","Dehumidifiers installed and station recalibrated.","2023-03-14T08:15:00Z","2023-03-14T09:00:00Z","45","true","Transmission stabilized after recalibration.","field_ops_sg01","270"
"F3014","TCom-01","SW-3350A","switch","SwitchSite-AUS01","Austin","TX","USA","2023-05-23T19:00:00Z","network","major","Network congestion detected on switch, users experienced slow speeds.","automated monitoring","Upgraded switch capacity and rerouted traffic.","2023-05-23T19:10:00Z","2023-05-23T19:50:00Z","40","true","Capacity upgrade successful, speeds normalized.","net_ops_aus01","320"
"F3015","NetWave","FOC-1037K","fiber_optic_cable","BridgeFiber-ST01","Stockholm","Stockholm County","Sweden","2023-04-06T05:00:00Z","hardware","critical","Bridge fiber cable damaged by construction work.","manual inspection","Cable spliced and tested for continuity.","2023-04-06T05:30:00Z","2023-04-06T10:00:00Z","270","true","Splicing successful, full connectivity restored.","fiber_team_st01","3800"
"F3016","GlobeTel","BS-5702Z","base_station","BaseStation-REK01","Reykjavik","Capital Region","Iceland","2023-05-18T20:45:00Z","environmental","critical","Frozen cables led to transmission failure at base station.","manual inspection","Heated cables and replaced connectors.","2023-05-18T21:10:00Z","2023-05-19T08:00:00Z","650","false","Cables heated, partial restoration. Awaiting replacement shipment.","field_ops_rek01","4600"
"F3017","TCom-02","SW-8710V","switch","SwitchSite-SYD01","Sydney","NSW","Australia","2023-04-25T14:20:00Z","power","major","Switch lost power due to brief outage in Sydney data center.","manual inspection","Power restored and switch rebooted.","2023-04-25T14:35:00Z","2023-04-25T15:05:00Z","30","true","Switch back online, no hardware damage.","power_team_syd01","87"
"F3018","NetWave","RT-2018E","router","RouterSite-TK02","Tokyo","Tokyo Prefecture","Japan","2023-05-13T07:35:00Z","hardware","major","Router interface card malfunctioned, affecting traffic flow.","automated monitoring","Replaced interface card and tested routing.","2023-05-13T07:45:00Z","2023-05-13T08:20:00Z","35","true","Card replaced, routing restored.","sys_admin_tk02","410"
"F3019","GlobeTel","FOC-5156R","fiber_optic_cable","FiberRelay-NA02","Nairobi","Nairobi County","Kenya","2023-04-02T12:50:00Z","hardware","critical","Fiber relay failed due to rodent damage, full outage.","manual inspection","Replaced damaged sections, sealed conduits.","2023-04-02T13:20:00Z","2023-04-02T17:50:00Z","270","true","Repairs completed, site secured.","fiber_team_nai02","7000"
"F3020","TCom-01","RT-7293B","router","RouterSite-CHI02","Chicago","IL","USA","2023-03-10T17:21:00Z","hardware","critical","Router power supply failure; full network outage.","automated monitoring","Power supply replaced and router rebooted.","2023-03-10T17:25:00Z","2023-03-10T18:25:00Z","60","true","Power restored, router operational.","sys_admin_chi02","980"
"F3021","NetWave","SW-8307M","switch","SwitchLab-BER03","Berlin","Berlin","Germany","2023-05-12T17:30:00Z","software","minor","Switch software bug caused intermittent packet loss.","automated monitoring","Applied software patch and rebooted.","2023-05-12T17:32:00Z","2023-05-12T17:37:00Z","5","true","Patch applied, packet loss resolved.","net_ops_ber03","35"
"F3022","GlobeTel","BS-4421S","base_station","BaseStation-NBO02","Nairobi","Nairobi County","Kenya","2023-04-13T19:45:00Z","power","major","Short circuit at base station led to power failure.","manual inspection","Short circuit repaired, power restored.","2023-04-13T19:55:00Z","2023-04-13T21:25:00Z","90","true","Repairs successful; base station operational.","power_team_nbo02","680"
"F3023","TCom-02","RT-6427F","router","RouterLab-SYD02","Sydney","NSW","Australia","2023-05-17T11:50:00Z","hardware","major","Router CPU overheating, service disruption.","automated monitoring","CPU cooling system installed.","2023-05-17T12:00:00Z","2023-05-17T12:40:00Z","40","true","Cooling system installed, router stabilized.","sys_admin_syd02","260"
"F3024","NetWave","FOC-9132L","fiber_optic_cable","TunnelFiber-BR01","Berlin","Berlin","Germany","2023-04-05T22:40:00Z","environmental","critical","Tunnel fiber cable submerged due to flooding.","manual inspection","Pumped out water and replaced cable.","2023-04-05T23:00:00Z","2023-04-06T09:00:00Z","600","false","Flooding continues, cable pending final installation.","fiber_team_br01","16000"
"F3025","GlobeTel","BS-3642X","base_station","BaseStation-CPT02","Cape Town","Western Cape","South Africa","2023-05-20T03:05:00Z","environmental","major","Windstorm damaged base station antennas.","manual inspection","Antennas replaced; recalibrated signal.","2023-05-20T03:50:00Z","2023-05-20T08:35:00Z","285","true","Antennas replaced and calibrated, service restored.","field_ops_cpt02","1100"
"F3026","TCom-01","SW-6902B","switch","SwitchSite-NY03","New York","NY","USA","2023-03-06T13:12:00Z","hardware","major","Switch power module failed, network segment down.","automated monitoring","Power module replaced, switch restarted.","2023-03-06T13:25:00Z","2023-03-06T13:55:00Z","30","true","Module replaced, switch online.","sys_admin_ny03","300"
"F3027","NetWave","RT-8521C","router","RouterLab-TK03","Tokyo","Tokyo Prefecture","Japan","2023-04-17T21:32:00Z","network","major","Router experienced packet drops due to buffer overflow.","automated monitoring","Buffer flush and firmware patch.","2023-04-17T21:35:00Z","2023-04-17T21:55:00Z","20","true","Buffer issue resolved, network stable.","net_ops_tk03","98"
"F3028","GlobeTel","FOC-6842P","fiber_optic_cable","BridgeFiber-SG01","Singapore","Central Singapore","Singapore","2023-03-29T08:10:00Z","hardware","critical","Bridge fiber cable snapped, causing major outage.","manual inspection","Cable replaced and signal tested.","2023-03-29T09:00:00Z","2023-03-29T13:30:00Z","270","true","Cable replaced, signal restored.","fiber_team_sg01","3900"
"F3029","TCom-02","SW-2210L","switch","SwitchSite-DEL01","Delhi","Delhi","India","2023-04-04T05:12:00Z","hardware","major","Switch motherboard damaged by voltage spike.","manual inspection","Motherboard replaced, voltage checked.","2023-04-04T05:30:00Z","2023-04-04T06:10:00Z","40","true","Motherboard replaced, voltage stable.","hardware_del01","210"
"F3030","NetWave","XCVR-6921N","transceiver","TransceiverLab-BER04","Berlin","Berlin","Germany","2023-05-14T12:50:00Z","network","minor","Transceiver link instability affecting a small segment.","automated monitoring","Link reset and stability tested.","2023-05-14T12:52:00Z","2023-05-14T13:00:00Z","8","true","Link reset, stability confirmed.","net_ops_ber04","21"
"F3031","GlobeTel","BS-1012M","base_station","BaseStation-NBO03","Nairobi","Nairobi County","Kenya","2023-04-19T23:30:00Z","environmental","major","Dust storm caused antenna blockage, transmission issues.","manual inspection","Antennas cleaned and recalibrated.","2023-04-19T23:50:00Z","2023-04-20T01:20:00Z","90","true","Antennas cleaned, transmission restored.","field_ops_nbo03","630"
"F3032","TCom-01","SW-3001K","switch","SwitchLab-NY04","New York","NY","USA","2023-03-11T10:12:00Z","software","minor","Switch service crashed during routine maintenance.","automated monitoring","Restarted switch service and checked logs.","2023-03-11T10:14:00Z","2023-03-11T10:16:00Z","2","true","Service restarted, no persistent errors.","net_ops_ny04","9"
"F3033","NetWave","FOC-5072W","fiber_optic_cable","UnderseaFiber-ST02","Stockholm","Stockholm County","Sweden","2023-04-20T03:10:00Z","environmental","critical","Undersea cable damage due to seismic activity.","manual inspection","Cable inspected and repairs initiated.","2023-04-20T03:40:00Z","2023-04-20T10:00:00Z","380","false","Seismic repairs ongoing, full restoration expected next week.","marine_team_st02","28000"
"F3034","GlobeTel","BS-8805C","base_station","BaseStation-REK02","Reykjavik","Capital Region","Iceland","2023-03-18T09:50:00Z","environmental","major","Heavy snow blocked base station, causing reduced service range.","manual inspection","Snow removed, base station recalibrated.","2023-03-18T10:10:00Z","2023-03-18T11:40:00Z","90","true","Snow cleared, service range restored.","field_ops_rek02","540"
"F3035","TCom-02","RT-1118J","router","RouterSite-SYD03","Sydney","NSW","Australia","2023-05-10T07:30:00Z","hardware","major","Router fan failure caused overheating and shutdown.","automated monitoring","Fan replaced, temperature monitored.","2023-05-10T07:35:00Z","2023-05-10T08:05:00Z","30","true","Fan replaced, router operational.","sys_admin_syd03","120"
"F3036","NetWave","SW-4521F","switch","SwitchSite-PAR02","Paris","Île-de-France","France","2023-05-25T22:50:00Z","network","major","Switch overloaded, causing intermittent connectivity.","automated monitoring","Load redistributed, switch rebooted.","2023-05-25T22:52:00Z","2023-05-25T23:07:00Z","15","true","Load balanced, switch stable.","net_ops_par02","57"
"F3037","GlobeTel","FOC-4820T","fiber_optic_cable","TunnelFiber-DB02","Dubai","Dubai","UAE","2023-03-23T10:10:00Z","environmental","critical","Tunnel flooding damaged fiber optic cable.","manual inspection","Water pumped, cable replaced.","2023-03-23T10:40:00Z","2023-03-23T13:40:00Z","180","true","Cable replaced, tunnel secured.","fiber_team_db02","9100"
"F3038","TCom-01","SW-8012Q","switch","SwitchSite-CHI03","Chicago","IL","USA","2023-03-27T16:50:00Z","software","minor","Switch experienced minor software error during update.","automated monitoring","Software rolled back, switch rebooted.","2023-03-27T16:55:00Z","2023-03-27T17:00:00Z","5","true","Rollback and reboot successful.","net_ops_chi03","16"
"F3039","NetWave","XCVR-3921M","transceiver","TransceiverLab-LDN02","London","England","UK","2023-05-03T10:40:00Z","hardware","major","Transceiver module failed, reducing connection quality.","automated monitoring","Module replaced, tested for quality.","2023-05-03T10:45:00Z","2023-05-03T11:10:00Z","25","true","Module replaced, quality restored.","hardware_ldn02","90"
"F3040","GlobeTel","BS-6112L","base_station","BaseStation-CPT03","Cape Town","Western Cape","South Africa","2023-04-28T20:15:00Z","environmental","major","Moisture caused signal degradation in base station.","manual inspection","Station dried, signal recalibrated.","2023-04-28T20:30:00Z","2023-04-28T21:20:00Z","50","true","Signal restored, site monitored for moisture.","field_ops_cpt03","220"
"F3041","TCom-02","RT-2192E","router","RouterSite-DEL02","Delhi","Delhi","India","2023-05-07T08:50:00Z","hardware","major","Router interface issue causing intermittent outages.","automated monitoring","Interface card replaced and tested.","2023-05-07T09:05:00Z","2023-05-07T09:45:00Z","40","true","Card replaced, router stable.","sys_admin_del02","180"
"F3042","NetWave","FOC-3911P","fiber_optic_cable","UnderseaFiber-TK04","Tokyo","Tokyo Prefecture","Japan","2023-04-26T06:20:00Z","environmental","critical","Undersea fiber cable damaged by earthquake, severe outage.","manual inspection","Emergency cable repairs initiated.","2023-04-26T06:40:00Z","2023-04-26T16:40:00Z","600","false","Repairs ongoing, full restoration expected in two days.","marine_team_tk04","26000"
"F3043","GlobeTel","BS-1017H","base_station","BaseStation-NBO04","Nairobi","Nairobi County","Kenya","2023-05-27T11:20:00Z","environmental","major","Lightning strike caused equipment shutdown.","manual inspection","Damaged equipment replaced, power restored.","2023-05-27T11:40:00Z","2023-05-27T14:00:00Z","140","true","Equipment replaced, station operational.","field_ops_nbo04","1200"
"F3044","TCom-01","SW-1406F","switch","SwitchLab-AUS02","Austin","TX","USA","2023-03-19T21:10:00Z","network","minor","Minor network latency detected on switch.","automated monitoring","Network optimized, latency reduced.","2023-03-19T21:12:00Z","2023-03-19T21:16:00Z","4","true","Optimization successful.","net_ops_aus02","7"
"F3045","NetWave","RT-6021Z","router","RouterSite-PAR03","Paris","Île-de-France","France","2023-05-28T11:11:00Z","hardware","critical","Router mainboard failed, entire network segment down.","automated monitoring","Mainboard replaced, router rebooted.","2023-05-28T11:15:00Z","2023-05-28T12:25:00Z","70","true","Mainboard replaced, network restored.","sys_admin_par03","2100"
"F3046","GlobeTel","FOC-5721G","fiber_optic_cable","TunnelFiber-NBO05","Nairobi","Nairobi County","Kenya","2023-03-30T17:20:00Z","hardware","critical","Fiber cable damaged by construction equipment.","manual inspection","Cable replaced and tested.","2023-03-30T17:30:00Z","2023-03-30T20:50:00Z","200","true","Repairs successful, cable operational.","fiber_team_nbo05","10200"
"F3047","TCom-02","SW-2801S","switch","SwitchSite-MTX02","Montreal","Quebec","Canada","2023-04-10T12:10:00Z","software","minor","Switch experienced minor software bug.","automated monitoring","Software updated and switch restarted.","2023-04-10T12:12:00Z","2023-04-10T12:16:00Z","4","true","Update successful, bug resolved.","net_ops_mtx02","12"
"F3048","NetWave","RT-5784F","router","RouterLab-BER05","Berlin","Berlin","Germany","2023-04-11T23:30:00Z","hardware","critical","Core router failed, all connections lost.","automated monitoring","Router replaced, configuration restored.","2023-04-11T23:40:00Z","2023-04-12T01:10:00Z","90","true","Router replaced, network restored.","sys_admin_ber05","1750"
"F3049","GlobeTel","BS-2103R","base_station","BaseStation-CPT04","Cape Town","Western Cape","South Africa","2023-03-05T06:15:00Z","power","major","Base station lost backup power during maintenance.","manual inspection","Backup power restored and tested.","2023-03-05T06:25:00Z","2023-03-05T07:05:00Z","40","true","Backup restored, site operational.","power_team_cpt04","160"
"F3050","TCom-01","SW-1902N","switch","SwitchSite-CHI04","Chicago","IL","USA","2023-05-08T14:00:00Z","network","minor","Minor network instability detected on switch.","automated monitoring","Network settings adjusted and rebooted.","2023-05-08T14:02:00Z","2023-05-08T14:09:00Z","7","true","Settings adjusted, switch stable.","net_ops_chi04","18"
"F6001","NetWave","RT-3381A","router","SiteNYC-001","New York","NY","USA","2024-04-04T08:13:00","hardware","critical","Core router failed due to high temperature in rack, causing major outage.","automated monitoring","Replaced faulty router with backup unit.","2024-04-04T08:20:00","2024-04-04T09:55:00","95","true","Replacement completed and system restored successfully.","sys_admin_nyc23","2100"
"F6002","TCom-01","SW-1124B","switch","LabCHI-07","Chicago","IL","USA","2024-05-02T11:06:00","software","minor","Firmware update failed on test switch causing brief connectivity loss.","automated monitoring","Rolled back firmware to previous version.","2024-05-02T11:09:00","2024-05-02T11:14:00","5","true","Switch returned to service after rollback.","qa_engineer_ill","0"
"F6003","GlobeTel","BS-5462Z","base_station","StationDXB-3","Dubai","Dubai","UAE","2024-03-11T16:40:00","environmental","major","Sandstorm caused signal degradation at base station.","manual inspection","Cleaned filters and recalibrated antennas.","2024-03-11T17:00:00","2024-03-11T19:20:00","140","true","Performance improved after cleaning and calibration.","field_ops_dxb01","1800"
"F6004","NetWave","FOC-4438Q","fiber_optic_cable","BridgePAR-1","Paris","Île-de-France","France","2024-03-15T07:50:00","hardware","critical","Fiber optic cable damaged at bridge crossing, causing regional data loss.","automated monitoring","Spliced damaged section and confirmed signal integrity.","2024-03-15T08:10:00","2024-03-15T13:30:00","320","false","Splice completed but full restoration delayed pending further inspection.","network_mgr_par","10000"
"F6005","TCom-02","XCVR-2011E","transceiver","SiteSYD-02","Sydney","NSW","Australia","2024-04-09T15:30:00","power","major","Power fluctuation caused intermittent errors in transceiver.","manual inspection","Reset transceiver and installed voltage stabilizer.","2024-04-09T15:45:00","2024-04-09T16:10:00","25","true","Voltage stabilized and normal operation resumed.","field_ops_syd8","260"
"F6006","TCom-01","RT-7274H","router","SiteDAL-02","Dallas","TX","USA","2024-05-14T18:12:00","network","warning","Short network interruption at main Dallas router.","automated monitoring","Restarted router and verified connections.","2024-05-14T18:14:00","2024-05-14T18:16:00","2","true","Quick restart resolved the connectivity issue.","sys_admin_dal","15"
"F6007","GlobeTel","BS-9812T","base_station","StationNBO-4","Nairobi","Nairobi","Kenya","2024-03-27T09:30:00","environmental","critical","Heavy rainfall caused flooding at base station site.","manual inspection","Installed temporary drainage and replaced power units.","2024-03-27T10:00:00","2024-03-27T15:00:00","300","true","Drainage in place, awaiting permanent repairs.","field_ops_nbo2","3500"
"F6008","NetWave","SW-7219C","switch","SiteBER-05","Berlin","Berlin","Germany","2024-05-18T13:45:00","hardware","major","Switch port malfunctioned, disrupting traffic to multiple VLANs.","automated monitoring","Replaced switch port and rerouted traffic.","2024-05-18T13:50:00","2024-05-18T14:50:00","60","true","Port replaced and VLANs restored to normal operation.","net_eng_ber","870"
"F6009","TCom-02","RT-2247K","router","SiteMON-6","Montreal","QC","Canada","2024-03-19T10:25:00","network","major","Border router lost upstream connectivity for 45 minutes.","automated monitoring","Reset interfaces and coordinated with upstream provider.","2024-03-19T10:30:00","2024-03-19T11:15:00","45","true","Connectivity restored after interface reset.","sys_admin_mon","420"
"F6010","GlobeTel","FOC-9024U","fiber_optic_cable","UnderseaSG-1","Singapore","Singapore","Singapore","2024-05-29T03:10:00","environmental","critical","Undersea cable damaged by anchor, affecting international traffic.","manual inspection","Initiated cable repair and rerouted traffic.","2024-05-29T03:50:00","2024-05-29T15:10:00","680","false","Repair initiated, backup routes active, full restoration pending.","field_ops_sg1","25000"
"F6011","NetWave","SW-8017Y","switch","SiteTKY-12","Tokyo","Tokyo","Japan","2024-04-23T22:40:00","hardware","major","Switch failed at Tokyo data center, causing packet loss.","automated monitoring","Replaced switch chassis and restored traffic flow.","2024-04-23T22:45:00","2024-04-23T23:35:00","50","true","Switch chassis replaced, full packet delivery resumed.","sys_admin_tky","930"
"F6012","TCom-01","RT-5683J","router","SiteATL-08","Atlanta","GA","USA","2024-03-30T06:25:00","software","minor","Configuration error caused brief routing loop.","automated monitoring","Updated routing table and cleared cache.","2024-03-30T06:27:00","2024-03-30T06:32:00","5","true","Routing table updated, no further loops observed.","net_eng_atl1","7"
"F6013","GlobeTel","BS-3241V","base_station","StationCPT-1","Cape Town","Western Cape","South Africa","2024-04-12T12:00:00","power","critical","Power outage at rural base station disrupted local coverage.","manual inspection","Installed generator and checked power feed.","2024-04-12T12:15:00","2024-04-12T14:45:00","150","true","Generator provisioned, coverage restored.","field_ops_cpt","2400"
"F6014","TCom-02","SW-2178D","switch","SiteSTH-04","Stockholm","Stockholm","Sweden","2024-03-08T18:20:00","hardware","major","Switch module failed during peak usage.","automated monitoring","Swapped module and verified system stability.","2024-03-08T18:25:00","2024-03-08T18:55:00","30","true","Module replaced, system stable.","sys_admin_sth","610"
"F6015","NetWave","FOC-2829W","fiber_optic_cable","TunnelBER-2","Berlin","Berlin","Germany","2024-04-15T04:30:00","environmental","critical","Tunnel flooding impacted fiber optic cable integrity.","manual inspection","Pumped out water and replaced cable section.","2024-04-15T05:10:00","2024-04-15T14:20:00","550","true","Cable replaced, monitoring ongoing for water ingress.","field_ops_berlin","8000"
"F6016","TCom-01","RT-5148L","router","SiteSEA-15","Seattle","WA","USA","2024-05-05T21:10:00","hardware","critical","Router experienced mainboard failure during data migration.","automated monitoring","Mainboard replaced and system rebooted.","2024-05-05T21:19:00","2024-05-05T22:34:00","75","true","Mainboard replaced, system operational.","sys_admin_sea","2100"
"F6017","GlobeTel","BS-1756M","base_station","StationREY-5","Reykjavik","Reykjavik","Iceland","2024-04-28T10:22:00","environmental","major","Ice accumulation caused transmission issues.","manual inspection","Cleared ice and replaced damaged parts.","2024-04-28T10:40:00","2024-04-28T12:00:00","80","true","Ice cleared, transmission restored to normal.","field_ops_rey","1100"
"F6018","TCom-02","SW-9532S","switch","SiteSFO-03","San Francisco","CA","USA","2024-05-21T14:00:00","software","minor","Switch firmware bug triggered packet drops in test lab.","automated monitoring","Patched firmware and rebooted switch.","2024-05-21T14:03:00","2024-05-21T14:08:00","5","true","Patch applied, connectivity restored.","qa_engineer_ca1","0"
"F6019","NetWave","FOC-6217G","fiber_optic_cable","BridgeBER-3","Berlin","Berlin","Germany","2024-03-22T05:45:00","hardware","critical","Bridge crossing cable snapped due to construction.","automated monitoring","Replaced cable section and tested throughput.","2024-03-22T06:10:00","2024-03-22T11:30:00","320","true","Cable section replaced, traffic restored.","network_mgr_ber","9500"
"F6020","TCom-01","RT-9831F","router","SiteAUS-04","Austin","TX","USA","2024-03-16T16:05:00","hardware","major","Router fan failure led to overheating and system shutdown.","automated monitoring","Replaced fan and rebooted system.","2024-03-16T16:13:00","2024-03-16T16:43:00","30","true","Fan replaced, router operational.","sys_admin_aus4","870"
"F6021","GlobeTel","BS-2264X","base_station","StationNBO-2","Nairobi","Nairobi","Kenya","2024-05-06T06:10:00","power","major","Power surge damaged base station equipment.","manual inspection","Installed surge protection and replaced damaged modules.","2024-05-06T06:25:00","2024-05-06T07:30:00","65","true","Surge protection installed, base station stable.","field_ops_nbo2","980"
"F6022","TCom-02","XCVR-4116O","transceiver","SiteMNT-01","Montreal","QC","Canada","2024-03-28T21:15:00","hardware","minor","Transceiver calibration drift detected during routine checks.","manual inspection","Recalibrated transceiver and verified output.","2024-03-28T21:18:00","2024-03-28T21:28:00","10","true","Calibration completed, no further drift observed.","field_ops_mnt1","55"
"F6023","NetWave","SW-6651E","switch","SiteTKY-03","Tokyo","Tokyo","Japan","2024-03-26T11:10:00","hardware","major","Switch error at Tokyo exchange disrupted traffic.","automated monitoring","Replaced switch and reconfigured settings.","2024-03-26T11:15:00","2024-03-26T12:00:00","45","true","Switch replaced, exchange traffic normalized.","net_eng_tky3","650"
"F6024","GlobeTel","FOC-8972L","fiber_optic_cable","TunnelCPT-1","Cape Town","Western Cape","South Africa","2024-04-11T08:18:00","environmental","critical","Tunnel flooding caused fiber optic cable failure.","manual inspection","Replaced cable section and installed waterproof casing.","2024-04-11T09:00:00","2024-04-11T19:18:00","618","false","Casing installed, cable replaced, ongoing water ingress.","field_ops_cpt","12000"
